City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
328,Gizo,SB,-8.103,156.8419,83.89,69,27,5.35,scattered clouds
329,Yarqa,JO,31.9785,35.6947,71.65,61,0,1.7,clear sky
330,Saskylakh,RU,71.9167,114.0833,39.45,85,91,12.12,overcast clouds
331,Roxana,CR,10.2753,-83.7513,78.03,96,100,4.32,overcast clouds
332,Santa Rosa,PH,14.3122,121.1114,79.11,97,100,4.36,light rain
333,Kamenka,RU,51.3223,42.7678,66.45,43,0,8.57,clear sky
334,Jawhar,SO,2.7809,45.5005,72.81,84,100,9.95,overcast clouds
335,Nuristan,AF,35.3,70.8333,45.52,88,99,3.87,overcast clouds
336,Mitchell,US,43.7094,-98.0298,93.18,44,0,10.36,clear sky
337,Karad,IN,17.2833,74.2,71.73,92,90,4.21,overcast clouds
338,Rehoboth,NA,-23.3167,17.0833,55.76,21,0,3.58,clear sky
339,Saint-Georges,GD,12.0564,-61.7485,80.28,83,20,2.3,few clouds
340,Carutapera,BR,-1.195,-46.02,77.31,83,95,6.98,overcast clouds
341,Provideniya,RU,64.3833,-173.3,46.51,100,100,11.18,light intensity drizzle
342,Tura,IN,25.5198,90.2201,74.26,96,96,4.34,overcast clouds
343,Fairbanks,US,64.8378,-147.7164,72.3,44,75,4.61,broken clouds
344,Hovd,MN,48.0056,91.6419,51.17,46,2,1.34,clear sky
